frame,work_ms,stream_ms,interval_ms,pending,inflight,ready
421,3.442272,0.001570,7.432406,0,0,true
422,4.132133,0.055420,8.499376,87,32,true
423,10.789618,0.401970,8.189186,55,32,true
424,6.267544,0.382160,10.791588,23,23,true
425,3.895703,0.282670,8.324816,0,0,true
426,7.187485,0.001610,7.952576,0,0,true
427,8.332686,0.001360,8.240916,0,0,true
428,3.934152,0.001520,8.336326,0,0,true
429,3.248463,0.001500,7.990545,0,0,true
430,10.675938,0.001750,8.307786,0,0,true
431,6.218125,0.001610,10.677728,0,0,true
432,3.577363,0.001530,8.274976,0,0,true
433,4.670923,0.001780,7.634646,0,0,true
434,10.633388,0.038550,8.728026,87,32,true
435,6.329134,0.466080,10.635448,55,32,true
436,3.727493,0.375071,7.388445,23,23,true
437,8.081996,0.292000,8.785527,0,0,true
438,7.091115,0.001610,8.085716,0,0,true
439,3.583293,0.004260,8.147495,0,0,true
440,4.500213,0.001430,8.639547,0,0,true
441,10.730998,0.001310,8.559906,0,0,true
442,5.929514,0.001710,10.732898,0,0,true
443,3.551372,0.001570,7.986696,0,0,true
444,9.037186,0.001750,8.610466,0,0,true
445,6.539925,0.001630,9.038776,0,0,true
446,3.412752,0.001350,7.596576,0,0,true
447,4.539193,0.001730,8.471906,0,0,true
448,10.526418,0.001740,8.598176,0,0,true
449,6.109464,0.001450,10.528128,0,0,true
450,3.539562,0.001560,8.166556,0,0,true
451,5.358294,0.001690,7.596705,0,0,true
452,10.366787,0.001210,8.415217,0,0,true
453,5.368284,0.001610,10.368587,0,0,true
454,3.401732,0.001750,7.438796,0,0,true
455,8.538286,0.001780,8.470786,0,0,true
456,6.909475,0.003260,8.542426,0,0,true
457,3.549662,0.001310,7.965636,0,0,true
458,4.495433,0.001480,8.606796,0,0,true
459,10.908488,0.001550,8.552066,0,0,true
460,6.703345,0.002070,10.911008,0,0,true
461,3.460212,0.004080,7.765756,0,0,true
462,4.498543,0.003060,8.523226,0,0,true
463,10.550258,0.002050,8.557866,0,0,true
464,6.045334,0.001900,10.552468,0,0,true
465,3.440092,0.001370,8.104296,0,0,true
466,8.549466,0.001610,8.498536,0,0,true
467,6.695915,0.001280,8.550936,0,0,true
468,3.468782,0.001820,7.754426,0,0,true
469,4.557983,0.001360,8.526046,0,0,true
470,10.376898,0.099690,8.616806,87,32,true
471,6.734235,0.391640,10.378478,55,32,true
472,3.749403,0.324021,7.790505,23,23,true
473,6.349434,0.330220,8.817217,0,0,true
474,9.567877,0.001820,8.410956,0,0,true
475,4.640383,0.001540,9.569477,0,0,true
476,3.334162,0.001810,7.700026,0,0,true
477,10.008457,0.001770,8.394576,0,0,true
478,6.020984,0.001490,10.009937,0,0,true
479,3.460892,0.001530,8.079426,0,0,true
480,9.096667,0.001750,8.520686,0,0,true
481,6.172314,0.001410,9.098297,0,0,true
482,3.508742,0.001740,8.233106,0,0,true
483,5.502554,0.001260,7.567095,0,0,true
484,10.022608,0.001720,8.562996,0,0,true
485,5.669524,0.001510,10.024118,0,0,true
486,3.387163,0.001520,7.727225,0,0,true
487,9.355387,0.001240,8.443906,0,0,true
488,6.782675,0.001510,9.356837,0,0,true
489,3.729623,0.001350,7.839436,0,0,true
490,7.676266,0.001260,8.787476,0,0,true
491,7.262115,0.001210,7.679366,0,0,true
492,4.044383,0.001850,8.322616,0,0,true
493,4.833023,0.001180,8.103216,0,0,true
494,9.594817,0.001240,8.890566,0,0,true
495,6.790575,0.001170,9.595957,0,0,true
496,3.675213,0.001460,7.846576,0,0,true
497,6.714605,0.001150,8.732376,0,0,true
498,8.313066,0.033360,7.770256,87,32,true
499,4.352313,0.463540,8.316696,55,32,true
500,3.925633,0.417940,8.422436,23,23,true
501,9.713597,0.292660,7.993856,0,0,true
502,6.130354,0.001170,9.715087,0,0,true
503,3.498202,0.001810,8.200776,0,0,true
504,6.639505,0.001780,7.613045,0,0,true
505,8.674426,0.001760,8.757287,0,0,true
506,4.597123,0.044440,8.678256,0,0,true
507,3.437572,0.001750,7.677246,0,0,true
508,9.110657,0.001760,8.506946,0,0,true
509,6.748464,0.001580,9.127207,0,0,true
510,3.400233,0.001830,7.807855,0,0,true
511,5.207114,0.001780,8.459126,0,0,true
512,9.023057,0.001430,8.264176,0,0,true
513,5.776124,0.002280,9.024617,0,0,true
514,3.511422,0.002900,7.843806,0,0,true
515,8.921726,0.001370,8.568316,0,0,true
516,5.998935,0.001450,8.923686,0,0,true
517,3.470993,0.002040,8.057406,0,0,true
518,8.911547,0.155261,8.527676,87,32,true
519,6.439755,0.403800,8.913647,55,32,true
520,3.678033,0.334421,7.496615,23,23,true
521,5.809434,0.263340,8.736727,0,0,true
522,8.694797,0.001320,7.866765,0,0,true
523,4.867663,0.029200,8.698597,0,0,true
524,3.360872,0.001240,7.924666,0,0,true
525,8.883006,0.001640,8.417756,0,0,true
526,6.752925,0.001420,8.886596,0,0,true
527,3.518992,0.000980,7.808506,0,0,true
528,5.997094,0.001520,8.576686,0,0,true
529,8.584066,0.001660,8.054276,0,0,true
530,4.598434,0.001450,8.626776,0,0,true
531,3.769013,0.001100,8.655036,0,0,true
532,8.820187,0.001160,7.825656,0,0,true
533,6.285724,0.001120,8.823407,0,0,true
534,3.556832,0.001550,8.342456,0,0,true
535,8.582516,0.001190,8.612936,0,0,true
536,6.156995,0.001580,8.584176,0,0,true
537,3.582323,0.001850,8.216196,0,0,true
538,7.650415,0.001910,7.641666,0,0,true
539,7.392965,0.001460,8.706366,0,0,true
540,3.782493,0.001310,8.448806,0,0,true
541,4.232193,0.001940,7.840096,0,0,true
542,8.761716,0.001530,8.288456,0,0,true
543,6.582315,0.001720,8.765526,0,0,true
544,3.613732,0.001610,8.638757,0,0,true
545,7.429946,0.001200,7.669555,0,0,true
546,7.420016,0.001090,8.485886,0,0,true
547,3.759043,0.001110,8.448476,0,0,true
548,7.498955,0.001280,8.815357,0,0,true
549,6.500115,0.001390,7.502305,0,0,true
550,3.639532,0.001440,8.556257,0,0,true
551,8.665176,0.001620,8.697556,0,0,true
552,5.949734,0.001690,8.667046,0,0,true
553,3.443342,0.001350,8.006606,0,0,true
554,8.301406,0.001620,8.500176,0,0,true
555,6.222475,0.001190,8.304526,0,0,true
556,3.571623,0.001800,8.282126,0,0,true
557,8.517367,0.001600,8.629356,0,0,true
558,6.503444,0.001440,8.519257,0,0,true
559,3.393973,0.001910,7.521655,0,0,true
560,4.703564,0.001460,8.452576,0,0,true
561,8.709726,0.001880,8.762057,0,0,true
562,6.756155,0.051560,8.711386,87,32,true
563,4.081113,0.551650,7.814096,66,32,true
564,4.864633,0.386730,8.138516,34,32,true
565,9.206047,0.402370,8.921596,2,2,true
566,6.159274,0.074250,9.207877,87,32,true
567,3.677402,0.345100,8.216696,55,32,true
568,7.598416,0.410901,7.735035,23,23,true
569,7.628315,0.225960,8.655257,0,0,true
570,3.731743,0.001600,8.686966,0,0,true
571,3.929833,0.001760,7.791766,0,0,true
572,8.410177,0.001850,7.989475,0,0,true
573,6.579104,0.001980,8.414417,0,0,true
574,3.552482,0.001790,8.639456,0,0,true
575,8.363676,0.001740,8.611846,0,0,true
576,6.356295,0.001890,8.367056,0,0,true
577,3.723583,0.001880,8.416136,0,0,true
578,8.298556,0.001320,7.780306,0,0,true
579,6.263875,0.003540,8.303976,0,0,true
580,3.240722,0.003190,8.321656,0,0,true
581,4.525673,0.002970,8.299986,0,0,true
582,8.376346,0.002420,8.583986,0,0,true
583,6.950106,0.003170,8.381136,0,0,true
584,3.511463,0.001740,8.006556,0,0,true
585,6.758104,0.001810,8.569827,0,0,true
586,8.110536,0.001860,8.816536,0,0,true
587,4.544973,0.001570,8.113916,0,0,true
588,3.702913,0.001670,8.601796,0,0,true
589,8.284676,0.001770,7.759956,0,0,true
590,6.420964,0.001560,8.288376,0,0,true
591,3.586703,0.001750,8.479576,0,0,true
592,8.231136,0.001850,8.644356,0,0,true
593,6.215885,0.001530,8.234916,0,0,true
594,3.486593,0.001910,8.273266,0,0,true
595,8.292486,0.001770,8.545256,0,0,true
596,6.244685,0.001610,8.295866,0,0,true
597,3.574383,0.001850,8.303656,0,0,true
598,7.657436,0.001770,7.638636,0,0,true
599,7.184436,0.001870,8.717126,0,0,true
600,3.733173,0.001880,8.243516,0,0,true
601,7.139365,0.001810,8.792087,0,0,true
602,7.491095,0.001890,8.198666,0,0,true
603,3.990943,0.001910,8.551976,0,0,true
